Date,Campaign,Region,Spend,Impressions,ActionKey
2025-11-07,Mess IG_051125,Đắk Nông Province,117,3,
2025-11-07,Mess IG_051125,Đồng Nai Province,1184,28,
2025-11-07,Mess IG_051125,Đồng Tháp Province,34,2,
2025-11-07,Visit IG_041125,An Giang Province,754,15,
2025-11-07,Visit IG_041125,Bà Rịa–Vũng Tàu Province,1484,25,
2025-11-07,Visit IG_041125,Bình Dương Province,1116,25,
2025-11-07,Visit IG_041125,Bình Phước Province,136,4,
2025-11-07,Visit IG_041125,Bình Thuận Province,440,8,
2025-11-07,Visit IG_041125,Bình Định Province,64,1,
2025-11-07,Visit IG_041125,Bạc Liêu Province,485,5,
2025-11-07,Visit IG_041125,Bắc Giang Province,63,4,
2025-11-07,Visit IG_041125,Bắc Kạn Province,51,1,
2025-11-07,Visit IG_041125,Bắc Ninh Province,1321,20,
2025-11-07,Visit IG_041125,Bến Tre Province,214,4,
2025-11-07,Visit IG_041125,Cao Bằng Province,12,1,
2025-11-07,Visit IG_041125,Cà Mau Province,392,3,
2025-11-07,Visit IG_041125,Cần Thơ,1203,28,
2025-11-07,Visit IG_041125,Da Nang,3140,77,
2025-11-07,Visit IG_041125,Gia Lai Province,582,5,
2025-11-07,Visit IG_041125,Haiphong,1717,29,
2025-11-07,Visit IG_041125,Hanoi,25719,531,
2025-11-07,Visit IG_041125,Ho Chi Minh City,97069,1841,
2025-11-07,Visit IG_041125,Hà Giang Province,24,1,
2025-11-07,Visit IG_041125,Hà Nam Province,33,2,
2025-11-07,Visit IG_041125,Hà Tĩnh Province,90,2,
2025-11-07,Visit IG_041125,Hòa Bình Province,83,2,
2025-11-07,Visit IG_041125,Hưng Yên Province,397,7,
2025-11-07,Visit IG_041125,Hải Dương Province,1240,10,
2025-11-07,Visit IG_041125,Hậu Giang Province,310,5,
2025-11-07,Visit IG_041125,Khánh Hòa Province,1162,28,
2025-11-07,Visit IG_041125,Kiên Giang Province,1698,24,
2025-11-07,Visit IG_041125,Kon Tum Province,235,1,
2025-11-07,Visit IG_041125,Long An Province,316,9,
2025-11-07,Visit IG_041125,Lào Cai Province,135,4,
2025-11-07,Visit IG_041125,Lâm Đồng Province,842,19,
2025-11-07,Visit IG_041125,Nam Định Province,331,7,
2025-11-07,Visit IG_041125,Nghệ An Province,53,2,
2025-11-07,Visit IG_041125,Ninh Bình Province,80,3,
2025-11-07,Visit IG_041125,Ninh Thuận Province,123,4,
2025-11-07,Visit IG_041125,Phú Thọ Province,351,5,
2025-11-07,Visit IG_041125,Quảng Bình Province,103,4,
2025-11-07,Visit IG_041125,Quảng Nam Province,287,11,
2025-11-07,Visit IG_041125,Quảng Ngãi Province,129,3,
2025-11-07,Visit IG_041125,Quảng Ninh Province,1204,19,
2025-11-07,Visit IG_041125,Sóc Trăng Province,187,4,
2025-11-07,Visit IG_041125,Sơn La Province,77,2,
2025-11-07,Visit IG_041125,Thanh Hóa Province,190,6,
2025-11-07,Visit IG_041125,Thái Nguyên Province,283,8,
2025-11-07,Visit IG_041125,Thừa Thiên–Huế Province,181,6,
2025-11-07,Visit IG_041125,Tiền Giang Province,589,12,
2025-11-07,Visit IG_041125,Trà Vinh Province,179,4,
2025-11-07,Visit IG_041125,Tây Ninh Province,138,4,
2025-11-07,Visit IG_041125,Unknown,109,2,
2025-11-07,Visit IG_041125,Vĩnh Long Province,205,6,
2025-11-07,Visit IG_041125,Vĩnh Phúc Province,342,9,
2025-11-07,Visit IG_041125,Yên Bái Province,344,2,
2025-11-07,Visit IG_041125,Điện Biên Province,527,3,
2025-11-07,Visit IG_041125,Đắk Lắk Province,213,9,
2025-11-07,Visit IG_041125,Đắk Nông Province,90,3,
2025-11-07,Visit IG_041125,Đồng Nai Province,1510,32,
2025-11-07,Visit IG_041125,Đồng Tháp Province,357,9,
2025-11-08,Impression FB_041125,An Giang Province,4991,864,
2025-11-08,Impression FB_041125,Bà Rịa–Vũng Tàu Province,2348,399,
2025-11-08,Impression FB_041125,Bình Dương Province,2358,401,
2025-11-08,Impression FB_041125,Bình Phước Province,2350,412,
2025-11-08,Impression FB_041125,Bình Thuận Province,3400,602,
2025-11-08,Impression FB_041125,Bình Định Province,1355,243,
2025-11-08,Impression FB_041125,Bạc Liêu Province,2154,379,
2025-11-08,Impression FB_041125,Bắc Giang Province,1831,325,
2025-11-08,Impression FB_041125,Bắc Kạn Province,943,171,
2025-11-08,Impression FB_041125,Bắc Ninh Province,1031,186,
2025-11-08,Impression FB_041125,Bến Tre Province,3081,541,
2025-11-08,Impression FB_041125,Cao Bằng Province,1254,222,
2025-11-08,Impression FB_041125,Cà Mau Province,2793,494,
2025-11-08,Impression FB_041125,Cần Thơ,2213,387,
2025-11-08,Impression FB_041125,Da Nang,1319,206,
2025-11-08,Impression FB_041125,Gia Lai Province,3754,654,
2025-11-08,Impression FB_041125,Haiphong,1130,204,
2025-11-08,Impression FB_041125,Hanoi,2433,420,
2025-11-08,Impression FB_041125,Ho Chi Minh City,3127,549,
2025-11-08,Impression FB_041125,Hà Giang Province,1014,183,
2025-11-08,Impression FB_041125,Hà Nam Province,1070,190,
2025-11-08,Impression FB_041125,Hà Tĩnh Province,1563,280,
2025-11-08,Impression FB_041125,Hòa Bình Province,2283,411,
2025-11-08,Impression FB_041125,Hưng Yên Province,1099,197,
2025-11-08,Impression FB_041125,Hải Dương Province,1842,329,
2025-11-08,Impression FB_041125,Hậu Giang Province,1449,252,
2025-11-08,Impression FB_041125,Khánh Hòa Province,2196,386,
2025-11-08,Impression FB_041125,Kiên Giang Province,3867,687,
2025-11-08,Impression FB_041125,Kon Tum Province,1566,274,
2025-11-08,Impression FB_041125,Lai Châu Province,539,95,
2025-11-08,Impression FB_041125,Long An Province,2726,486,
2025-11-08,Impression FB_041125,Lào Cai Province,1540,268,
2025-11-08,Impression FB_041125,Lâm Đồng Province,3018,537,
2025-11-08,Impression FB_041125,Lạng Sơn Province,1685,297,
2025-11-08,Impression FB_041125,Nam Định Province,2150,378,
2025-11-08,Impression FB_041125,Nghệ An Province,3290,592,
2025-11-08,Impression FB_041125,Ninh Bình Province,1313,239,
2025-11-08,Impression FB_041125,Ninh Thuận Province,1942,341,
2025-11-08,Impression FB_041125,Phú Thọ Province,2669,478,
2025-11-08,Impression FB_041125,Phú Yên Province,1875,330,
2025-11-08,Impression FB_041125,Quảng Bình Province,1277,226,
2025-11-08,Impression FB_041125,Quảng Nam Province,2618,466,
2025-11-08,Impression FB_041125,Quảng Ngãi Province,3024,527,
2025-11-08,Impression FB_041125,Quảng Ninh Province,1307,230,
2025-11-08,Impression FB_041125,Quảng Trị Province,1433,252,
2025-11-08,Impression FB_041125,Sóc Trăng Province,3834,675,
2025-11-08,Impression FB_041125,Sơn La Province,2704,481,
2025-11-08,Impression FB_041125,Thanh Hóa Province,4399,785,
2025-11-08,Impression FB_041125,Thái Bình Province,1950,351,
2025-11-08,Impression FB_041125,Thái Nguyên Province,1683,302,
2025-11-08,Impression FB_041125,Thừa Thiên–Huế Province,2315,411,
2025-11-08,Impression FB_041125,Tiền Giang Province,3165,556,
2025-11-08,Impression FB_041125,Trà Vinh Province,3120,548,
2025-11-08,Impression FB_041125,Tuyên Quang Province,1753,318,
2025-11-08,Impression FB_041125,Tây Ninh Province,2748,485,
2025-11-08,Impression FB_041125,Unknown,103,20,
2025-11-08,Impression FB_041125,Vĩnh Long Province,2197,387,
2025-11-08,Impression FB_041125,Vĩnh Phúc Province,1357,242,
2025-11-08,Impression FB_041125,Yên Bái Province,1873,335,
2025-11-08,Impression FB_041125,Điện Biên Province,1124,197,
2025-11-08,Impression FB_041125,Đắk Lắk Province,5508,978,
2025-11-08,Impression FB_041125,Đắk Nông Province,1428,256,
2025-11-08,Impression FB_041125,Đồng Nai Province,3734,656,
2025-11-08,Impression FB_041125,Đồng Tháp Province,4047,713,
2025-11-08,Mess FB_051125,An Giang Province,1251,21,
2025-11-08,Mess FB_051125,Bà Rịa–Vũng Tàu Province,1939,36,
2025-11-08,Mess FB_051125,Bình Dương Province,2008,36,
2025-11-08,Mess FB_051125,Bình Phước Province,214,7,
2025-11-08,Mess FB_051125,Bình Thuận Province,2969,26,
2025-11-08,Mess FB_051125,Bình Định Province,276,9,
2025-11-08,Mess FB_051125,Bạc Liêu Province,806,5,
2025-11-08,Mess FB_051125,Bắc Giang Province,1513,3,
2025-11-08,Mess FB_051125,Bắc Ninh Province,478,5,
2025-11-08,Mess FB_051125,Bến Tre Province,1095,7,
2025-11-08,Mess FB_051125,Cà Mau Province,75,2,
2025-11-08,Mess FB_051125,Cần Thơ,2408,26,
2025-11-08,Mess FB_051125,Da Nang,4098,36,
2025-11-08,Mess FB_051125,Gia Lai Province,586,12,
2025-11-08,Mess FB_051125,Haiphong,1687,18,
2025-11-08,Mess FB_051125,Hanoi,27565,275,
2025-11-08,Mess FB_051125,Ho Chi Minh City,82876,757,
2025-11-08,Mess FB_051125,Hà Giang Province,83,2,
2025-11-08,Mess FB_051125,Hà Nam Province,3479,11,
2025-11-08,Mess FB_051125,Hà Tĩnh Province,40,1,
2025-11-08,Mess FB_051125,Hòa Bình Province,219,2,
2025-11-08,Mess FB_051125,Hưng Yên Province,2153,5,
2025-11-08,Mess FB_051125,Hải Dương Province,588,8,
2025-11-08,Mess FB_051125,Hậu Giang Province,1021,1,
2025-11-08,Mess FB_051125,Khánh Hòa Province,2423,18,
2025-11-08,Mess FB_051125,Kiên Giang Province,3485,19,
2025-11-08,Mess FB_051125,Lai Châu Province,107,1,
2025-11-08,Mess FB_051125,Long An Province,3808,14,
2025-11-08,Mess FB_051125,Lào Cai Province,303,5,
2025-11-08,Mess FB_051125,Lâm Đồng Province,568,10,
2025-11-08,Mess FB_051125,Lạng Sơn Province,223,3,
2025-11-08,Mess FB_051125,Nam Định Province,931,8,
2025-11-08,Mess FB_051125,Nghệ An Province,414,5,
2025-11-08,Mess FB_051125,Ninh Bình Province,93,3,
2025-11-08,Mess FB_051125,Ninh Thuận Province,510,3,
2025-11-08,Mess FB_051125,Phú Thọ Province,286,2,
2025-11-08,Mess FB_051125,Phú Yên Province,21,2,
2025-11-08,Mess FB_051125,Quảng Bình Province,74,5,
2025-11-08,Mess FB_051125,Quảng Nam Province,311,4,
2025-11-08,Mess FB_051125,Quảng Ngãi Province,151,6,
2025-11-08,Mess FB_051125,Quảng Ninh Province,2671,29,
2025-11-08,Mess FB_051125,Quảng Trị Province,30,1,
2025-11-08,Mess FB_051125,Sóc Trăng Province,245,2,
2025-11-08,Mess FB_051125,Thanh Hóa Province,142,7,
2025-11-08,Mess FB_051125,Thái Bình Province,351,3,
2025-11-08,Mess FB_051125,Thái Nguyên Province,286,4,
2025-11-08,Mess FB_051125,Thừa Thiên–Huế Province,622,7,
2025-11-08,Mess FB_051125,Tiền Giang Province,284,8,
2025-11-08,Mess FB_051125,Tây Ninh Province,1133,13,
2025-11-08,Mess FB_051125,Vĩnh Long Province,531,5,
2025-11-08,Mess FB_051125,Vĩnh Phúc Province,1002,11,
2025-11-08,Mess FB_051125,Đắk Lắk Province,103,4,
2025-11-08,Mess FB_051125,Đồng Nai Province,3420,33,
2025-11-08,Mess FB_051125,Đồng Tháp Province,1451,8,
2025-11-08,Mess IG_051125,An Giang Province,2152,8,
2025-11-08,Mess IG_051125,Bà Rịa–Vũng Tàu Province,1630,11,
2025-11-08,Mess IG_051125,Bình Dương Province,2255,18,
2025-11-08,Mess IG_051125,Bình Phước Province,422,3,
2025-11-08,Mess IG_051125,Bình Thuận Province,221,3,
2025-11-08,Mess IG_051125,Bình Định Province,28,2,
2025-11-08,Mess IG_051125,Bạc Liêu Province,411,6,
2025-11-08,Mess IG_051125,Bắc Giang Province,57,1,
2025-11-08,Mess IG_051125,Bắc Ninh Province,1185,11,
2025-11-08,Mess IG_051125,Cao Bằng Province,40,1,
2025-11-08,Mess IG_051125,Cà Mau Province,608,3,
2025-11-08,Mess IG_051125,Cần Thơ,341,7,
2025-11-08,Mess IG_051125,Da Nang,7112,49,
2025-11-08,Mess IG_051125,Gia Lai Province,267,7,
2025-11-08,Mess IG_051125,Haiphong,3182,28,
2025-11-08,Mess IG_051125,Hanoi,31265,284,
2025-11-08,Mess IG_051125,Ho Chi Minh City,117356,1053,
2025-11-08,Mess IG_051125,Hà Nam Province,511,11,
2025-11-08,Mess IG_051125,Hà Tĩnh Province,551,7,
2025-11-08,Mess IG_051125,Hòa Bình Province,154,4,
2025-11-08,Mess IG_051125,Hải Dương Province,433,6,
2025-11-08,Mess IG_051125,Hậu Giang Province,200,2,
2025-11-08,Mess IG_051125,Khánh Hòa Province,911,18,
2025-11-08,Mess IG_051125,Kiên Giang Province,760,7,
2025-11-08,Mess IG_051125,Long An Province,936,5,
2025-11-08,Mess IG_051125,Lâm Đồng Province,730,12,
2025-11-08,Mess IG_051125,Lạng Sơn Province,79,3,
2025-11-08,Mess IG_051125,Nam Định Province,1335,12,
2025-11-08,Mess IG_051125,Nghệ An Province,259,5,
2025-11-08,Mess IG_051125,Ninh Bình Province,130,2,
2025-11-08,Mess IG_051125,Ninh Thuận Province,111,3,
2025-11-08,Mess IG_051125,Phú Yên Province,125,3,
2025-11-08,Mess IG_051125,Quảng Bình Province,31,2,
2025-11-08,Mess IG_051125,Quảng Nam Province,545,7,
2025-11-08,Mess IG_051125,Quảng Ngãi Province,233,4,
2025-11-08,Mess IG_051125,Quảng Ninh Province,952,14,
2025-11-08,Mess IG_051125,Quảng Trị Province,459,6,
2025-11-08,Mess IG_051125,Sóc Trăng Province,1238,8,
2025-11-08,Mess IG_051125,Sơn La Province,18,1,
2025-11-08,Mess IG_051125,Thanh Hóa Province,1407,5,
2025-11-08,Mess IG_051125,Thái Bình Province,640,5,
2025-11-08,Mess IG_051125,Thái Nguyên Province,579,7,
2025-11-08,Mess IG_051125,Thừa Thiên–Huế Province,182,6,
2025-11-08,Mess IG_051125,Tiền Giang Province,437,3,
2025-11-08,Mess IG_051125,Trà Vinh Province,224,3,
2025-11-08,Mess IG_051125,Tuyên Quang Province,28,1,
2025-11-08,Mess IG_051125,Tây Ninh Province,180,5,
2025-11-08,Mess IG_051125,Vĩnh Long Province,30,2,
2025-11-08,Mess IG_051125,Vĩnh Phúc Province,1935,11,
2025-11-08,Mess IG_051125,Điện Biên Province,155,2,
2025-11-08,Mess IG_051125,Đắk Lắk Province,385,8,
2025-11-08,Mess IG_051125,Đắk Nông Province,21,1,
2025-11-08,Mess IG_051125,Đồng Nai Province,2278,23,
2025-11-08,Mess IG_051125,Đồng Tháp Province,151,2,
2025-11-08,Visit IG_041125,An Giang Province,853,20,
2025-11-08,Visit IG_041125,Bà Rịa–Vũng Tàu Province,800,18,
2025-11-08,Visit IG_041125,Bình Dương Province,1297,29,
2025-11-08,Visit IG_041125,Bình Phước Province,147,4,
2025-11-08,Visit IG_041125,Bình Thuận Province,330,7,
2025-11-08,Visit IG_041125,Bình Định Province,316,6,
2025-11-08,Visit IG_041125,Bạc Liêu Province,19,1,
2025-11-08,Visit IG_041125,Bắc Giang Province,65,1,
2025-11-08,Visit IG_041125,Bắc Kạn Province,32,1,
2025-11-08,Visit IG_041125,Bắc Ninh Province,625,15,
2025-11-08,Visit IG_041125,Bến Tre Province,172,5,
2025-11-08,Visit IG_041125,Cao Bằng Province,63,1,
2025-11-08,Visit IG_041125,Cà Mau Province,140,4,
2025-11-08,Visit IG_041125,Cần Thơ,611,18,
2025-11-08,Visit IG_041125,Da Nang,3017,64,
2025-11-08,Visit IG_041125,Gia Lai Province,73,3,
2025-11-08,Visit IG_041125,Haiphong,691,21,
2025-11-08,Visit IG_041125,Hanoi,24379,527,
2025-11-08,Visit IG_041125,Ho Chi Minh City,95531,1795,
2025-11-08,Visit IG_041125,Hà Nam Province,59,2,
2025-11-08,Visit IG_041125,Hà Tĩnh Province,42,2,
2025-11-08,Visit IG_041125,Hòa Bình Province,79,3,
2025-11-08,Visit IG_041125,Hưng Yên Province,273,6,
2025-11-08,Visit IG_041125,Hải Dương Province,1,1,
2025-11-08,Visit IG_041125,Hậu Giang Province,50,2,
2025-11-08,Visit IG_041125,Khánh Hòa Province,1354,30,
2025-11-08,Visit IG_041125,Kiên Giang Province,958,17,
2025-11-08,Visit IG_041125,Kon Tum Province,6,1,
2025-11-08,Visit IG_041125,Long An Province,519,10,
2025-11-08,Visit IG_041125,Lào Cai Province,383,4,
2025-11-08,Visit IG_041125,Lâm Đồng Province,686,19,
2025-11-08,Visit IG_041125,Lạng Sơn Province,52,2,
2025-11-08,Visit IG_041125,Nam Định Province,187,5,
2025-11-08,Visit IG_041125,Nghệ An Province,420,7,
2025-11-08,Visit IG_041125,Ninh Bình Province,105,4,
2025-11-08,Visit IG_041125,Ninh Thuận Province,183,6,
2025-11-08,Visit IG_041125,Phú Thọ Province,165,2,
2025-11-08,Visit IG_041125,Phú Yên Province,119,1,
2025-11-08,Visit IG_041125,Quảng Bình Province,193,5,
2025-11-08,Visit IG_041125,Quảng Nam Province,416,14,
2025-11-08,Visit IG_041125,Quảng Ngãi Province,241,7,
2025-11-08,Visit IG_041125,Quảng Ninh Province,672,17,
2025-11-08,Visit IG_041125,Quảng Trị Province,53,2,
2025-11-08,Visit IG_041125,Sóc Trăng Province,246,3,
2025-11-08,Visit IG_041125,Thanh Hóa Province,318,5,
2025-11-08,Visit IG_041125,Thái Bình Province,363,3,
2025-11-08,Visit IG_041125,Thái Nguyên Province,212,8,
2025-11-08,Visit IG_041125,Thừa Thiên–Huế Province,627,10,
2025-11-08,Visit IG_041125,Tiền Giang Province,261,10,
2025-11-08,Visit IG_041125,Trà Vinh Province,281,5,
2025-11-08,Visit IG_041125,Tuyên Quang Province,35,2,
2025-11-08,Visit IG_041125,Tây Ninh Province,212,6,
2025-11-08,Visit IG_041125,Vĩnh Long Province,148,5,
2025-11-08,Visit IG_041125,Vĩnh Phúc Province,421,7,
2025-11-08,Visit IG_041125,Điện Biên Province,483,2,
2025-11-08,Visit IG_041125,Đắk Lắk Province,455,12,
2025-11-08,Visit IG_041125,Đắk Nông Province,94,2,
2025-11-08,Visit IG_041125,Đồng Nai Province,1168,35,
2025-11-08,Visit IG_041125,Đồng Tháp Province,326,12,
2025-11-09,Impression FB_041125,An Giang Province,3941,716,
2025-11-09,Impression FB_041125,Bà Rịa–Vũng Tàu Province,1981,358,
2025-11-09,Impression FB_041125,Bình Dương Province,2753,495,
2025-11-09,Impression FB_041125,Bình Phước Province,1711,309,
2025-11-09,Impression FB_041125,Bình Thuận Province,2282,404,
2025-11-09,Impression FB_041125,Bình Định Province,1122,202,
2025-11-09,Impression FB_041125,Bạc Liêu Province,1771,321,
2025-11-09,Impression FB_041125,Bắc Giang Province,1695,306,
2025-11-09,Impression FB_041125,Bắc Kạn Province,686,123,
2025-11-09,Impression FB_041125,Bắc Ninh Province,1205,219,
2025-11-09,Impression FB_041125,Bến Tre Province,1753,317,
2025-11-09,Impression FB_041125,Cao Bằng Province,1013,183,
2025-11-09,Impression FB_041125,Cà Mau Province,2233,406,
2025-11-09,Impression FB_041125,Cần Thơ,1693,305,
2025-11-09,Impression FB_041125,Da Nang,925,167,
2025-11-09,Impression FB_041125,Gia Lai Province,2493,450,
2025-11-09,Impression FB_041125,Haiphong,919,163,
2025-11-09,Impression FB_041125,Hanoi,2088,375,
2025-11-09,Impression FB_041125,Ho Chi Minh City,3163,560,
2025-11-09,Impression FB_041125,Hà Giang Province,1016,184,
2025-11-09,Impression FB_041125,Hà Nam Province,891,160,
2025-11-09,Impression FB_041125,Hà Tĩnh Province,1181,214,
2025-11-09,Impression FB_041125,Hòa Bình Province,1786,322,
2025-11-09,Impression FB_041125,Hưng Yên Province,1029,186,
2025-11-09,Impression FB_041125,Hải Dương Province,1687,305,
2025-11-09,Impression FB_041125,Hậu Giang Province,976,176,
2025-11-09,Impression FB_041125,Khánh Hòa Province,1792,322,
2025-11-09,Impression FB_041125,Kiên Giang Province,3305,598,
2025-11-09,Impression FB_041125,Kon Tum Province,1007,181,
2025-11-09,Impression FB_041125,Lai Châu Province,432,78,
2025-11-09,Impression FB_041125,Long An Province,2421,438,
2025-11-09,Impression FB_041125,Lào Cai Province,1034,188,
2025-11-09,Impression FB_041125,Lâm Đồng Province,2221,407,
2025-11-09,Impression FB_041125,Lạng Sơn Province,1315,235,
2025-11-09,Impression FB_041125,Nam Định Province,1805,325,
2025-11-09,Impression FB_041125,Nghệ An Province,2151,385,
2025-11-09,Impression FB_041125,Ninh Bình Province,1130,203,
2025-11-09,Impression FB_041125,Ninh Thuận Province,1436,260,
2025-11-09,Impression FB_041125,Phú Thọ Province,2164,388,
2025-11-09,Impression FB_041125,Phú Yên Province,1384,250,
2025-11-09,Impression FB_041125,Quảng Bình Province,880,160,
2025-11-09,Impression FB_041125,Quảng Nam Province,1650,295,
2025-11-09,Impression FB_041125,Quảng Ngãi Province,1847,332,
2025-11-09,Impression FB_041125,Quảng Ninh Province,1276,230,
2025-11-09,Impression FB_041125,Quảng Trị Province,882,159,
2025-11-09,Impression FB_041125,Sóc Trăng Province,2537,460,
2025-11-09,Impression FB_041125,Sơn La Province,1682,304,
2025-11-09,Impression FB_041125,Thanh Hóa Province,3817,677,
2025-11-09,Impression FB_041125,Thái Bình Province,1676,302,
2025-11-09,Impression FB_041125,Thái Nguyên Province,1628,290,
2025-11-09,Impression FB_041125,Thừa Thiên–Huế Province,1458,262,
2025-11-09,Impression FB_041125,Tiền Giang Province,2536,457,
2025-11-09,Impression FB_041125,Trà Vinh Province,2206,397,
2025-11-09,Impression FB_041125,Tuyên Quang Province,1506,272,
2025-11-09,Impression FB_041125,Tây Ninh Province,1926,347,
2025-11-09,Impression FB_041125,Unknown,43,8,
2025-11-09,Impression FB_041125,Vĩnh Long Province,1402,253,
2025-11-09,Impression FB_041125,Vĩnh Phúc Province,1447,264,
2025-11-09,Impression FB_041125,Yên Bái Province,1267,230,
2025-11-09,Impression FB_041125,Điện Biên Province,841,153,
2025-11-09,Impression FB_041125,Đắk Lắk Province,3760,682,
2025-11-09,Impression FB_041125,Đắk Nông Province,1062,193,
2025-11-09,Impression FB_041125,Đồng Nai Province,3649,646,
2025-11-09,Impression FB_041125,Đồng Tháp Province,3132,566,
2025-11-09,Mess FB_051125,An Giang Province,1085,12,
2025-11-09,Mess FB_051125,Bà Rịa–Vũng Tàu Province,4872,24,
2025-11-09,Mess FB_051125,Bình Dương Province,2432,29,
2025-11-09,Mess FB_051125,Bình Phước Province,68,3,
2025-11-09,Mess FB_051125,Bình Thuận Province,1432,18,
2025-11-09,Mess FB_051125,Bình Định Province,521,8,
2025-11-09,Mess FB_051125,Bạc Liêu Province,380,6,
2025-11-09,Mess FB_051125,Bắc Giang Province,201,6,
2025-11-09,Mess FB_051125,Bắc Kạn Province,31,1,
2025-11-09,Mess FB_051125,Bắc Ninh Province,413,6,
2025-11-09,Mess FB_051125,Bến Tre Province,219,6,
2025-11-09,Mess FB_051125,Cao Bằng Province,709,5,
2025-11-09,Mess FB_051125,Cà Mau Province,72,1,
2025-11-09,Mess FB_051125,Cần Thơ,1386,16,
2025-11-09,Mess FB_051125,Da Nang,3461,38,
2025-11-09,Mess FB_051125,Gia Lai Province,626,10,
2025-11-09,Mess FB_051125,Haiphong,809,12,
2025-11-09,Mess FB_051125,Hanoi,27092,235,
2025-11-09,Mess FB_051125,Ho Chi Minh City,77664,728,
2025-11-09,Mess FB_051125,Hà Giang Province,2029,3,
2025-11-09,Mess FB_051125,Hà Nam Province,3211,13,
2025-11-09,Mess FB_051125,Hà Tĩnh Province,426,4,
2025-11-09,Mess FB_051125,Hòa Bình Province,50,1,
2025-11-09,Mess FB_051125,Hưng Yên Province,351,8,
2025-11-09,Mess FB_051125,Hải Dương Province,1015,13,
2025-11-09,Mess FB_051125,Hậu Giang Province,25,1,
2025-11-09,Mess FB_051125,Khánh Hòa Province,610,9,
2025-11-09,Mess FB_051125,Kiên Giang Province,1154,13,
2025-11-09,Mess FB_051125,Kon Tum Province,211,3,
2025-11-09,Mess FB_051125,Long An Province,903,16,
2025-11-09,Mess FB_051125,Lào Cai Province,411,4,
2025-11-09,Mess FB_051125,Lâm Đồng Province,541,14,
2025-11-09,Mess FB_051125,Lạng Sơn Province,140,2,
2025-11-09,Mess FB_051125,Nam Định Province,1147,11,
2025-11-09,Mess FB_051125,Nghệ An Province,1234,16,
2025-11-09,Mess FB_051125,Ninh Bình Province,132,3,
2025-11-09,Mess FB_051125,Ninh Thuận Province,263,4,
2025-11-09,Mess FB_051125,Phú Thọ Province,455,8,
2025-11-09,Mess FB_051125,Quảng Bình Province,7,1,
2025-11-09,Mess FB_051125,Quảng Nam Province,419,10,
2025-11-09,Mess FB_051125,Quảng Ngãi Province,272,6,
2025-11-09,Mess FB_051125,Quảng Ninh Province,1269,16,
2025-11-09,Mess FB_051125,Quảng Trị Province,233,4,
2025-11-09,Mess FB_051125,Sóc Trăng Province,214,2,
2025-11-09,Mess FB_051125,Sơn La Province,89,2,
2025-11-09,Mess FB_051125,Thanh Hóa Province,336,5,
2025-11-09,Mess FB_051125,Thái Bình Province,68,2,
2025-11-09,Mess FB_051125,Thái Nguyên Province,282,6,
2025-11-09,Mess FB_051125,Thừa Thiên–Huế Province,2035,13,
2025-11-09,Mess FB_051125,Tiền Giang Province,239,8,
2025-11-09,Mess FB_051125,Trà Vinh Province,32,2,
2025-11-09,Mess FB_051125,Tuyên Quang Province,57,2,
2025-11-09,Mess FB_051125,Tây Ninh Province,1871,16,
2025-11-09,Mess FB_051125,Vĩnh Long Province,110,4,
2025-11-09,Mess FB_051125,Vĩnh Phúc Province,5033,15,
2025-11-09,Mess FB_051125,Yên Bái Province,91,1,
2025-11-09,Mess FB_051125,Điện Biên Province,455,2,
2025-11-09,Mess FB_051125,Đắk Lắk Province,380,5,
2025-11-09,Mess FB_051125,Đồng Nai Province,2858,40,
2025-11-09,Mess FB_051125,Đồng Tháp Province,1461,12,
2025-11-09,Mess IG_051125,An Giang Province,416,7,
2025-11-09,Mess IG_051125,Bà Rịa–Vũng Tàu Province,533,10,
2025-11-09,Mess IG_051125,Bình Dương Province,2480,18,
2025-11-09,Mess IG_051125,Bình Phước Province,1864,11,
2025-11-09,Mess IG_051125,Bình Thuận Province,415,9,
2025-11-09,Mess IG_051125,Bình Định Province,138,6,
2025-11-09,Mess IG_051125,Bạc Liêu Province,193,3,
2025-11-09,Mess IG_051125,Bắc Giang Province,220,4,
2025-11-09,Mess IG_051125,Bắc Ninh Province,351,10,
2025-11-09,Mess IG_051125,Cao Bằng Province,47,1,
2025-11-09,Mess IG_051125,Cà Mau Province,58,3,
2025-11-09,Mess IG_051125,Cần Thơ,551,10,
2025-11-09,Mess IG_051125,Da Nang,3409,49,
2025-11-09,Mess IG_051125,Gia Lai Province,251,8,
2025-11-09,Mess IG_051125,Haiphong,1982,23,
2025-11-09,Mess IG_051125,Hanoi,26306,262,
2025-11-09,Mess IG_051125,Ho Chi Minh City,110047,1048,
2025-11-09,Mess IG_051125,Hà Nam Province,267,6,
2025-11-09,Mess IG_051125,Hà Tĩnh Province,191,4,
2025-11-09,Mess IG_051125,Hòa Bình Province,203,2,
2025-11-09,Mess IG_051125,Hưng Yên Province,232,5,
2025-11-09,Mess IG_051125,Hải Dương Province,376,8,
2025-11-09,Mess IG_051125,Hậu Giang Province,22,1,
2025-11-09,Mess IG_051125,Khánh Hòa Province,1387,22,
2025-11-09,Mess IG_051125,Kiên Giang Province,1199,13,
2025-11-09,Mess IG_051125,Long An Province,269,1,
2025-11-09,Mess IG_051125,Lào Cai Province,19,1,
2025-11-09,Mess IG_051125,Lâm Đồng Province,521,8,
2025-11-09,Mess IG_051125,Lạng Sơn Province,553,4,
2025-11-09,Mess IG_051125,Nam Định Province,292,9,
