Date,Campaign,Region,Spend,Impressions,ActionKey
2025-11-09,Mess IG_051125,Nghệ An Province,783,19,
2025-11-09,Mess IG_051125,Ninh Bình Province,356,6,
2025-11-09,Mess IG_051125,Ninh Thuận Province,1658,2,
2025-11-09,Mess IG_051125,Phú Yên Province,186,4,
2025-11-09,Mess IG_051125,Quảng Bình Province,56,2,
2025-11-09,Mess IG_051125,Quảng Nam Province,204,9,
2025-11-09,Mess IG_051125,Quảng Ngãi Province,148,3,
2025-11-09,Mess IG_051125,Quảng Ninh Province,353,8,
2025-11-09,Mess IG_051125,Quảng Trị Province,179,5,
2025-11-09,Mess IG_051125,Sóc Trăng Province,872,7,
2025-11-09,Mess IG_051125,Thanh Hóa Province,1144,8,
2025-11-09,Mess IG_051125,Thái Bình Province,175,5,
2025-11-09,Mess IG_051125,Thái Nguyên Province,421,7,
2025-11-09,Mess IG_051125,Thừa Thiên–Huế Province,401,6,
2025-11-09,Mess IG_051125,Tiền Giang Province,267,5,
2025-11-09,Mess IG_051125,Trà Vinh Province,299,3,
2025-11-09,Mess IG_051125,Tuyên Quang Province,11,1,
2025-11-09,Mess IG_051125,Tây Ninh Province,96,2,
2025-11-09,Mess IG_051125,Vĩnh Long Province,70,2,
2025-11-09,Mess IG_051125,Vĩnh Phúc Province,1251,10,
2025-11-09,Mess IG_051125,Yên Bái Province,85,2,
2025-11-09,Mess IG_051125,Điện Biên Province,14,1,
2025-11-09,Mess IG_051125,Đắk Lắk Province,234,4,
2025-11-09,Mess IG_051125,Đắk Nông Province,53,2,
2025-11-09,Mess IG_051125,Đồng Nai Province,933,21,
2025-11-09,Mess IG_051125,Đồng Tháp Province,91,3,
2025-11-09,Visit IG_041125,An Giang Province,207,9,
2025-11-09,Visit IG_041125,Bà Rịa–Vũng Tàu Province,668,17,
2025-11-09,Visit IG_041125,Bình Dương Province,1352,37,
2025-11-09,Visit IG_041125,Bình Phước Province,122,5,
2025-11-09,Visit IG_041125,Bình Thuận Province,209,4,
2025-11-09,Visit IG_041125,Bình Định Province,338,5,
2025-11-09,Visit IG_041125,Bạc Liêu Province,163,4,
2025-11-09,Visit IG_041125,Bắc Giang Province,103,3,
2025-11-09,Visit IG_041125,Bắc Kạn Province,17,1,
2025-11-09,Visit IG_041125,Bắc Ninh Province,921,12,
2025-11-09,Visit IG_041125,Bến Tre Province,315,9,
2025-11-09,Visit IG_041125,Cà Mau Province,31,2,
2025-11-09,Visit IG_041125,Cần Thơ,1148,25,
2025-11-09,Visit IG_041125,Da Nang,3396,82,
2025-11-09,Visit IG_041125,Gia Lai Province,238,8,
2025-11-09,Visit IG_041125,Haiphong,1258,33,
2025-11-09,Visit IG_041125,Hanoi,28022,658,
2025-11-09,Visit IG_041125,Ho Chi Minh City,89728,1961,
2025-11-09,Visit IG_041125,Hà Nam Province,162,5,
2025-11-09,Visit IG_041125,Hà Tĩnh Province,28,2,
2025-11-09,Visit IG_041125,Hòa Bình Province,98,4,
2025-11-09,Visit IG_041125,Hưng Yên Province,422,9,
2025-11-09,Visit IG_041125,Hải Dương Province,456,15,
2025-11-09,Visit IG_041125,Hậu Giang Province,163,4,
2025-11-09,Visit IG_041125,Khánh Hòa Province,1213,35,
2025-11-09,Visit IG_041125,Kiên Giang Province,664,12,
2025-11-09,Visit IG_041125,Kon Tum Province,143,1,
2025-11-09,Visit IG_041125,Long An Province,497,12,
2025-11-09,Visit IG_041125,Lào Cai Province,437,7,
2025-11-09,Visit IG_041125,Lâm Đồng Province,1127,24,
2025-11-09,Visit IG_041125,Lạng Sơn Province,9,1,
2025-11-09,Visit IG_041125,Nam Định Province,150,5,
2025-11-09,Visit IG_041125,Nghệ An Province,162,9,
2025-11-09,Visit IG_041125,Ninh Bình Province,168,4,
2025-11-09,Visit IG_041125,Ninh Thuận Province,95,4,
2025-11-09,Visit IG_041125,Phú Thọ Province,150,3,
2025-11-09,Visit IG_041125,Phú Yên Province,7,1,
2025-11-09,Visit IG_041125,Quảng Bình Province,342,6,
2025-11-09,Visit IG_041125,Quảng Nam Province,172,7,
2025-11-09,Visit IG_041125,Quảng Ngãi Province,217,3,
2025-11-09,Visit IG_041125,Quảng Ninh Province,253,9,
2025-11-09,Visit IG_041125,Quảng Trị Province,233,4,
2025-11-09,Visit IG_041125,Sóc Trăng Province,41,3,
2025-11-09,Visit IG_041125,Sơn La Province,10,1,
2025-11-09,Visit IG_041125,Thanh Hóa Province,199,5,
2025-11-09,Visit IG_041125,Thái Bình Province,702,4,
2025-11-09,Visit IG_041125,Thái Nguyên Province,230,5,
2025-11-09,Visit IG_041125,Thừa Thiên–Huế Province,327,11,
2025-11-09,Visit IG_041125,Tiền Giang Province,605,12,
2025-11-09,Visit IG_041125,Trà Vinh Province,263,7,
2025-11-09,Visit IG_041125,Tây Ninh Province,382,11,
2025-11-09,Visit IG_041125,Vĩnh Long Province,156,4,
2025-11-09,Visit IG_041125,Vĩnh Phúc Province,142,4,
2025-11-09,Visit IG_041125,Yên Bái Province,316,8,
2025-11-09,Visit IG_041125,Điện Biên Province,373,3,
2025-11-09,Visit IG_041125,Đắk Lắk Province,153,6,
2025-11-09,Visit IG_041125,Đắk Nông Province,43,2,
2025-11-09,Visit IG_041125,Đồng Nai Province,2546,41,
2025-11-09,Visit IG_041125,Đồng Tháp Province,266,10,
2025-11-10,Impression FB_041125,An Giang Province,3436,594,
2025-11-10,Impression FB_041125,Bà Rịa–Vũng Tàu Province,1624,281,
2025-11-10,Impression FB_041125,Bình Dương Province,2420,382,
2025-11-10,Impression FB_041125,Bình Phước Province,1708,294,
2025-11-10,Impression FB_041125,Bình Thuận Province,2423,418,
2025-11-10,Impression FB_041125,Bình Định Province,1372,237,
2025-11-10,Impression FB_041125,Bạc Liêu Province,1680,290,
2025-11-10,Impression FB_041125,Bắc Giang Province,1774,302,
2025-11-10,Impression FB_041125,Bắc Kạn Province,703,121,
2025-11-10,Impression FB_041125,Bắc Ninh Province,1063,184,
2025-11-10,Impression FB_041125,Bến Tre Province,2168,373,
2025-11-10,Impression FB_041125,Cao Bằng Province,975,167,
2025-11-10,Impression FB_041125,Cà Mau Province,2015,349,
2025-11-10,Impression FB_041125,Cần Thơ,1420,245,
2025-11-10,Impression FB_041125,Da Nang,959,165,
2025-11-10,Impression FB_041125,Gia Lai Province,2566,442,
2025-11-10,Impression FB_041125,Haiphong,712,122,
2025-11-10,Impression FB_041125,Hanoi,2423,387,
2025-11-10,Impression FB_041125,Ho Chi Minh City,2900,503,
2025-11-10,Impression FB_041125,Hà Giang Province,905,156,
2025-11-10,Impression FB_041125,Hà Nam Province,876,150,
2025-11-10,Impression FB_041125,Hà Tĩnh Province,1219,209,
2025-11-10,Impression FB_041125,Hòa Bình Province,1468,253,
2025-11-10,Impression FB_041125,Hưng Yên Province,1009,173,
2025-11-10,Impression FB_041125,Hải Dương Province,1718,296,
2025-11-10,Impression FB_041125,Hậu Giang Province,946,165,
2025-11-10,Impression FB_041125,Khánh Hòa Province,1840,318,
2025-11-10,Impression FB_041125,Kiên Giang Province,2778,479,
2025-11-10,Impression FB_041125,Kon Tum Province,930,162,
2025-11-10,Impression FB_041125,Lai Châu Province,345,61,
2025-11-10,Impression FB_041125,Long An Province,2111,362,
2025-11-10,Impression FB_041125,Lào Cai Province,1019,176,
2025-11-10,Impression FB_041125,Lâm Đồng Province,2412,417,
2025-11-10,Impression FB_041125,Lạng Sơn Province,1261,217,
2025-11-10,Impression FB_041125,Nam Định Province,1478,256,
2025-11-10,Impression FB_041125,Nghệ An Province,2410,416,
2025-11-10,Impression FB_041125,Ninh Bình Province,1033,180,
2025-11-10,Impression FB_041125,Ninh Thuận Province,1440,248,
2025-11-10,Impression FB_041125,Phú Thọ Province,1912,329,
2025-11-10,Impression FB_041125,Phú Yên Province,1803,259,
2025-11-10,Impression FB_041125,Quảng Bình Province,912,154,
2025-11-10,Impression FB_041125,Quảng Nam Province,1828,316,
2025-11-10,Impression FB_041125,Quảng Ngãi Province,1872,322,
2025-11-10,Impression FB_041125,Quảng Ninh Province,1227,211,
2025-11-10,Impression FB_041125,Quảng Trị Province,1092,187,
2025-11-10,Impression FB_041125,Sóc Trăng Province,2328,404,
2025-11-10,Impression FB_041125,Sơn La Province,1489,253,
2025-11-10,Impression FB_041125,Thanh Hóa Province,3013,521,
2025-11-10,Impression FB_041125,Thái Bình Province,1508,262,
2025-11-10,Impression FB_041125,Thái Nguyên Province,1451,252,
2025-11-10,Impression FB_041125,Thừa Thiên–Huế Province,1645,285,
2025-11-10,Impression FB_041125,Tiền Giang Province,2303,396,
2025-11-10,Impression FB_041125,Trà Vinh Province,2264,370,
2025-11-10,Impression FB_041125,Tuyên Quang Province,1308,226,
2025-11-10,Impression FB_041125,Tây Ninh Province,1958,335,
2025-11-10,Impression FB_041125,Unknown,38,7,
2025-11-10,Impression FB_041125,Vĩnh Long Province,1493,257,
2025-11-10,Impression FB_041125,Vĩnh Phúc Province,1202,206,
2025-11-10,Impression FB_041125,Yên Bái Province,1393,240,
2025-11-10,Impression FB_041125,Điện Biên Province,927,159,
2025-11-10,Impression FB_041125,Đắk Lắk Province,3683,634,
2025-11-10,Impression FB_041125,Đắk Nông Province,1123,191,
2025-11-10,Impression FB_041125,Đồng Nai Province,3091,532,
2025-11-10,Impression FB_041125,Đồng Tháp Province,2592,447,
2025-11-10,Mess FB_051125,An Giang Province,714,15,
2025-11-10,Mess FB_051125,Bà Rịa–Vũng Tàu Province,971,27,
2025-11-10,Mess FB_051125,Bình Dương Province,2419,28,
2025-11-10,Mess FB_051125,Bình Phước Province,569,8,
2025-11-10,Mess FB_051125,Bình Thuận Province,2035,16,
2025-11-10,Mess FB_051125,Bình Định Province,509,14,
2025-11-10,Mess FB_051125,Bạc Liêu Province,566,5,
2025-11-10,Mess FB_051125,Bắc Giang Province,342,8,
2025-11-10,Mess FB_051125,Bắc Kạn Province,29,1,
2025-11-10,Mess FB_051125,Bắc Ninh Province,723,14,
2025-11-10,Mess FB_051125,Bến Tre Province,303,6,
2025-11-10,Mess FB_051125,Cao Bằng Province,317,1,
2025-11-10,Mess FB_051125,Cà Mau Province,123,4,
2025-11-10,Mess FB_051125,Cần Thơ,1596,21,
2025-11-10,Mess FB_051125,Da Nang,2805,27,
2025-11-10,Mess FB_051125,Gia Lai Province,218,7,
2025-11-10,Mess FB_051125,Haiphong,2693,30,
2025-11-10,Mess FB_051125,Hanoi,24441,221,
2025-11-10,Mess FB_051125,Ho Chi Minh City,62210,616,
2025-11-10,Mess FB_051125,Hà Giang Province,701,2,
2025-11-10,Mess FB_051125,Hà Nam Province,5553,10,
2025-11-10,Mess FB_051125,Hà Tĩnh Province,96,2,
2025-11-10,Mess FB_051125,Hòa Bình Province,56,1,
2025-11-10,Mess FB_051125,Hưng Yên Province,180,3,
2025-11-10,Mess FB_051125,Hải Dương Province,396,10,
2025-11-10,Mess FB_051125,Hậu Giang Province,13,2,
2025-11-10,Mess FB_051125,Khánh Hòa Province,763,14,
2025-11-10,Mess FB_051125,Kiên Giang Province,1711,23,
2025-11-10,Mess FB_051125,Kon Tum Province,154,3,
2025-11-10,Mess FB_051125,Long An Province,2804,12,
2025-11-10,Mess FB_051125,Lào Cai Province,495,4,
2025-11-10,Mess FB_051125,Lâm Đồng Province,617,15,
2025-11-10,Mess FB_051125,Lạng Sơn Province,141,4,
2025-11-10,Mess FB_051125,Nam Định Province,6622,12,
2025-11-10,Mess FB_051125,Nghệ An Province,1353,15,
2025-11-10,Mess FB_051125,Ninh Bình Province,196,4,
2025-11-10,Mess FB_051125,Ninh Thuận Province,62,2,
2025-11-10,Mess FB_051125,Phú Thọ Province,1036,6,
2025-11-10,Mess FB_051125,Phú Yên Province,157,4,
2025-11-10,Mess FB_051125,Quảng Nam Province,412,10,
2025-11-10,Mess FB_051125,Quảng Ngãi Province,91,4,
2025-11-10,Mess FB_051125,Quảng Ninh Province,956,20,
2025-11-10,Mess FB_051125,Quảng Trị Province,125,2,
2025-11-10,Mess FB_051125,Sóc Trăng Province,565,9,
2025-11-10,Mess FB_051125,Sơn La Province,1381,12,
2025-11-10,Mess FB_051125,Thanh Hóa Province,630,10,
2025-11-10,Mess FB_051125,Thái Bình Province,223,4,
2025-11-10,Mess FB_051125,Thái Nguyên Province,863,6,
2025-11-10,Mess FB_051125,Thừa Thiên–Huế Province,527,6,
2025-11-10,Mess FB_051125,Tiền Giang Province,355,8,
2025-11-10,Mess FB_051125,Trà Vinh Province,137,3,
2025-11-10,Mess FB_051125,Tuyên Quang Province,194,1,
2025-11-10,Mess FB_051125,Tây Ninh Province,2447,16,
2025-11-10,Mess FB_051125,Vĩnh Long Province,61,2,
2025-11-10,Mess FB_051125,Vĩnh Phúc Province,399,6,
2025-11-10,Mess FB_051125,Yên Bái Province,56,2,
2025-11-10,Mess FB_051125,Điện Biên Province,45,1,
2025-11-10,Mess FB_051125,Đắk Lắk Province,4880,11,
2025-11-10,Mess FB_051125,Đắk Nông Province,51,3,
2025-11-10,Mess FB_051125,Đồng Nai Province,3147,35,
2025-11-10,Mess FB_051125,Đồng Tháp Province,274,4,
2025-11-10,Mess IG_051125,An Giang Province,202,5,
2025-11-10,Mess IG_051125,Bà Rịa–Vũng Tàu Province,337,8,
2025-11-10,Mess IG_051125,Bình Dương Province,225,4,
2025-11-10,Mess IG_051125,Bình Phước Province,1019,7,
2025-11-10,Mess IG_051125,Bình Thuận Province,303,4,
2025-11-10,Mess IG_051125,Bình Định Province,268,4,
2025-11-10,Mess IG_051125,Bắc Giang Province,16,2,
2025-11-10,Mess IG_051125,Bắc Ninh Province,263,4,
2025-11-10,Mess IG_051125,Bến Tre Province,1,1,
2025-11-10,Mess IG_051125,Cao Bằng Province,41,1,
2025-11-10,Mess IG_051125,Cà Mau Province,85,2,
2025-11-10,Mess IG_051125,Cần Thơ,567,6,
2025-11-10,Mess IG_051125,Da Nang,1222,21,
2025-11-10,Mess IG_051125,Gia Lai Province,112,2,
2025-11-10,Mess IG_051125,Haiphong,864,13,
2025-11-10,Mess IG_051125,Hanoi,15537,135,
2025-11-10,Mess IG_051125,Ho Chi Minh City,53218,427,
2025-11-10,Mess IG_051125,Hà Nam Province,119,4,
2025-11-10,Mess IG_051125,Hà Tĩnh Province,19,1,
2025-11-10,Mess IG_051125,Hưng Yên Province,58,2,
2025-11-10,Mess IG_051125,Hải Dương Province,259,3,
2025-11-10,Mess IG_051125,Khánh Hòa Province,260,7,
2025-11-10,Mess IG_051125,Kiên Giang Province,219,2,
2025-11-10,Mess IG_051125,Kon Tum Province,9,1,
2025-11-10,Mess IG_051125,Lào Cai Province,64,1,
2025-11-10,Mess IG_051125,Lâm Đồng Province,615,7,
2025-11-10,Mess IG_051125,Nam Định Province,151,4,
2025-11-10,Mess IG_051125,Nghệ An Province,314,5,
2025-11-10,Mess IG_051125,Ninh Bình Province,85,2,
2025-11-10,Mess IG_051125,Quảng Bình Province,12,1,
2025-11-10,Mess IG_051125,Quảng Nam Province,104,5,
2025-11-10,Mess IG_051125,Quảng Ngãi Province,211,2,
2025-11-10,Mess IG_051125,Quảng Ninh Province,814,11,
2025-11-10,Mess IG_051125,Quảng Trị Province,13,1,
2025-11-10,Mess IG_051125,Sóc Trăng Province,103,3,
2025-11-10,Mess IG_051125,Thanh Hóa Province,687,4,
2025-11-10,Mess IG_051125,Thái Nguyên Province,67,3,
2025-11-10,Mess IG_051125,Thừa Thiên–Huế Province,277,4,
2025-11-10,Mess IG_051125,Trà Vinh Province,95,2,
2025-11-10,Mess IG_051125,Tây Ninh Province,54,2,
2025-11-10,Mess IG_051125,Vĩnh Long Province,82,2,
2025-11-10,Mess IG_051125,Vĩnh Phúc Province,697,5,
2025-11-10,Mess IG_051125,Yên Bái Province,11,1,
2025-11-10,Mess IG_051125,Đắk Lắk Province,31,2,
2025-11-10,Mess IG_051125,Đồng Nai Province,354,9,
2025-11-10,Mess IG_051125,Đồng Tháp Province,120,5,
2025-11-10,Visit IG_041125,An Giang Province,1068,24,
2025-11-10,Visit IG_041125,Bà Rịa–Vũng Tàu Province,922,21,
2025-11-10,Visit IG_041125,Bình Dương Province,1231,32,
2025-11-10,Visit IG_041125,Bình Phước Province,206,6,
2025-11-10,Visit IG_041125,Bình Thuận Province,390,8,
2025-11-10,Visit IG_041125,Bình Định Province,279,10,
2025-11-10,Visit IG_041125,Bạc Liêu Province,14,1,
2025-11-10,Visit IG_041125,Bắc Giang Province,258,8,
2025-11-10,Visit IG_041125,Bắc Kạn Province,20,1,
2025-11-10,Visit IG_041125,Bắc Ninh Province,1023,19,
2025-11-10,Visit IG_041125,Bến Tre Province,203,5,
2025-11-10,Visit IG_041125,Cà Mau Province,73,2,
2025-11-10,Visit IG_041125,Cần Thơ,1015,33,
2025-11-10,Visit IG_041125,Da Nang,2949,77,
2025-11-10,Visit IG_041125,Gia Lai Province,175,5,
2025-11-10,Visit IG_041125,Haiphong,1503,46,
2025-11-10,Visit IG_041125,Hanoi,30682,660,
2025-11-10,Visit IG_041125,Ho Chi Minh City,96739,2087,
2025-11-10,Visit IG_041125,Hà Nam Province,191,6,
2025-11-10,Visit IG_041125,Hà Tĩnh Province,125,4,
2025-11-10,Visit IG_041125,Hòa Bình Province,370,5,
2025-11-10,Visit IG_041125,Hưng Yên Province,202,3,
2025-11-10,Visit IG_041125,Hải Dương Province,264,10,
2025-11-10,Visit IG_041125,Hậu Giang Province,98,2,
2025-11-10,Visit IG_041125,Khánh Hòa Province,1306,42,
2025-11-10,Visit IG_041125,Kiên Giang Province,985,20,
2025-11-10,Visit IG_041125,Kon Tum Province,175,2,
2025-11-10,Visit IG_041125,Long An Province,455,17,
2025-11-10,Visit IG_041125,Lào Cai Province,51,2,
2025-11-10,Visit IG_041125,Lâm Đồng Province,681,20,
2025-11-10,Visit IG_041125,Lạng Sơn Province,56,2,
2025-11-10,Visit IG_041125,Nam Định Province,307,4,
2025-11-10,Visit IG_041125,Nghệ An Province,539,12,
2025-11-10,Visit IG_041125,Ninh Bình Province,54,2,
2025-11-10,Visit IG_041125,Ninh Thuận Province,118,4,
2025-11-10,Visit IG_041125,Phú Thọ Province,346,4,
2025-11-10,Visit IG_041125,Phú Yên Province,154,3,
2025-11-10,Visit IG_041125,Quảng Bình Province,64,3,
2025-11-10,Visit IG_041125,Quảng Nam Province,355,10,
2025-11-10,Visit IG_041125,Quảng Ngãi Province,50,4,
2025-11-10,Visit IG_041125,Quảng Ninh Province,349,15,
2025-11-10,Visit IG_041125,Quảng Trị Province,17,1,
2025-11-10,Visit IG_041125,Sóc Trăng Province,109,3,
2025-11-10,Visit IG_041125,Sơn La Province,123,2,
2025-11-10,Visit IG_041125,Thanh Hóa Province,269,5,
2025-11-10,Visit IG_041125,Thái Bình Province,107,3,
2025-11-10,Visit IG_041125,Thái Nguyên Province,335,8,
2025-11-10,Visit IG_041125,Thừa Thiên–Huế Province,574,16,
2025-11-10,Visit IG_041125,Tiền Giang Province,347,16,
2025-11-10,Visit IG_041125,Trà Vinh Province,414,8,
2025-11-10,Visit IG_041125,Tây Ninh Province,107,4,
2025-11-10,Visit IG_041125,Vĩnh Long Province,151,5,
2025-11-10,Visit IG_041125,Vĩnh Phúc Province,562,12,
2025-11-10,Visit IG_041125,Điện Biên Province,98,2,
2025-11-10,Visit IG_041125,Đắk Lắk Province,241,9,
2025-11-10,Visit IG_041125,Đắk Nông Province,64,2,
2025-11-10,Visit IG_041125,Đồng Nai Province,1691,41,
2025-11-10,Visit IG_041125,Đồng Tháp Province,383,9,
2025-11-11,Impression FB_041125,An Giang Province,3346,531,
2025-11-11,Impression FB_041125,Bà Rịa–Vũng Tàu Province,2108,337,
2025-11-11,Impression FB_041125,Bình Dương Province,2198,353,
2025-11-11,Impression FB_041125,Bình Phước Province,1391,224,
2025-11-11,Impression FB_041125,Bình Thuận Province,2319,370,
2025-11-11,Impression FB_041125,Bình Định Province,1627,262,
2025-11-11,Impression FB_041125,Bạc Liêu Province,1447,232,
2025-11-11,Impression FB_041125,Bắc Giang Province,1989,287,
2025-11-11,Impression FB_041125,Bắc Kạn Province,696,110,
2025-11-11,Impression FB_041125,Bắc Ninh Province,1150,184,
2025-11-11,Impression FB_041125,Bến Tre Province,1726,276,
2025-11-11,Impression FB_041125,Cao Bằng Province,744,120,
2025-11-11,Impression FB_041125,Cà Mau Province,2141,342,
2025-11-11,Impression FB_041125,Cần Thơ,1564,248,
2025-11-11,Impression FB_041125,Da Nang,1058,168,
2025-11-11,Impression FB_041125,Gia Lai Province,2413,385,
2025-11-11,Impression FB_041125,Haiphong,1100,178,
2025-11-11,Impression FB_041125,Hanoi,2598,413,
2025-11-11,Impression FB_041125,Ho Chi Minh City,3252,518,
2025-11-11,Impression FB_041125,Hà Giang Province,789,125,
2025-11-11,Impression FB_041125,Hà Nam Province,1087,174,
2025-11-11,Impression FB_041125,Hà Tĩnh Province,1567,252,
2025-11-11,Impression FB_041125,Hòa Bình Province,1453,232,
2025-11-11,Impression FB_041125,Hưng Yên Province,1057,168,
2025-11-11,Impression FB_041125,Hải Dương Province,1672,268,
2025-11-11,Impression FB_041125,Hậu Giang Province,933,149,
2025-11-11,Impression FB_041125,Khánh Hòa Province,2066,331,
2025-11-11,Impression FB_041125,Kiên Giang Province,2945,472,
2025-11-11,Impression FB_041125,Kon Tum Province,827,133,
