Week,Date,Campaign,AdSet,Ad,Indicator,ActionKey,AmountSpent,Results,CostPerResult,Impressions
,2025-10-14,Impression FB,Mass,ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,reach,reach,103076,18158,"5676,62",18504
,2025-10-14,Visit IG,ITR-2029-BC,CRS_V1_131025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,profile_visit_view,profile_visit_view,126344,62,"2037,81",3596
,2025-10-14,Visit IG,ITR-3039-BC,CRS_V1_131025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,profile_visit_view,profile_visit_view,27958,38,"735,74",705
,2025-10-15,Impression FB,Mass,ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,reach,reach,62780,10548,"5951,84",10752
,2025-10-15,Visit IG,ITR-2029-BC,CRS_V1_131025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,profile_visit_view,profile_visit_view,10105,4,"2526,25",434
,2025-10-15,Visit IG,ITR-3039-BC,CRS_V1_131025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,profile_visit_view,profile_visit_view,61851,18,"3436,17",2615
,2025-10-15,Mess IG,ITR-2045-VN,SGI_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,30160,0,,376
,2025-10-15,Mess IG,ITR-2045-VN,SGI_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1565,0,,19
,2025-10-15,Mess IG,ITR-2045-VN,SGI_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,271,0,,2
,2025-10-15,Mess IG,ITR-2045-VN,CRS_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,34908,2,17454,304
,2025-10-15,Mess IG,ITR-2045-VN,CRS_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,5356,0,,112
,2025-10-15,Mess IG,ITR-2045-VN,CRS_V4_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,10292,0,,222
,2025-10-15,Mess IG,ITR-2245-BC,SGI_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,31514,1,31514,281
,2025-10-15,Mess IG,ITR-2245-BC,CRS_V4_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,11939,0,,102
,2025-10-15,Mess IG,ITR-2245-BC,CRS_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,24115,0,,219
,2025-10-15,Mess IG,ITR-2245-BC,CRS_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,4385,0,,39
,2025-10-15,Mess IG,ITR-2245-BC,SGI_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,437,0,,9
,2025-10-15,Mess IG,ITR-2245-BC,SGI_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,95,0,,3
,2025-10-15,Mess IG,ITR-2245-BC,CRS_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1635,0,,6
,2025-10-15,Mess FB,ITR-2045-VN,CRS_V4_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,3721,0,,41
,2025-10-15,Mess FB,ITR-2045-VN,CRS_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,19594,0,,65
,2025-10-15,Mess FB,ITR-2045-VN,CRS_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,16663,0,,60
,2025-10-15,Mess FB,ITR-2045-VN,CRS_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,3411,0,,18
,2025-10-15,Mess FB,ITR-2045-VN,SGI_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,14758,0,,33
,2025-10-15,Mess FB,ITR-2045-VN,SGI_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,26106,0,,146
,2025-10-15,Mess FB,ITR-2045-VN,SGI_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,59436,1,59436,388
,2025-10-15,Mess FB,ITR-2045-BC,SGI_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,2807,0,,24
,2025-10-15,Mess FB,ITR-2045-BC,SGI_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,45619,1,45619,340
,2025-10-15,Mess FB,ITR-2045-BC,CRS_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,3801,0,,23
,2025-10-15,Mess FB,ITR-2045-BC,SGI_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,4022,0,,33
,2025-10-15,Mess FB,ITR-2045-BC,CRS_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,678,0,,2
,2025-10-15,Mess FB,ITR-2045-BC,CRS_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,40314,0,,188
,2025-10-15,Impression FB,Mass,ÉLISIRE BẢN GIAO HƯỞNG GIỮA THIÊN NHIÊN,reach,reach,95126,27068,"3514,33",27068
,2025-10-15,Impression FB,Mass,WOMEN SUPPORT WOMEN 💖,reach,reach,52,10,5200,10
,2025-10-15,Visit IG,ITR-3039-BC,"ÉLISIRE BẢN GIAO HƯỞNG GIỮA THIÊN NHIÊN, NGHỆ THUẬT VÀ HƯƠNG THƠM",profile_visit_view,profile_visit_view,5386,3,"1795,33",136
,2025-10-15,Visit IG,ITR-3039-BC,CÂU CHUYỆN CỦA NHỮNG GIỌT HƯƠNG TINH TUÝ,profile_visit_view,profile_visit_view,5285,12,"440,42",107
,2025-10-15,Visit IG,ITR-3039-BC,QUYỀN NĂNG CỦA HƯƠNG TRẦM VÀ MẬT NGỌT,profile_visit_view,profile_visit_view,10023,2,"5011,5",272
,2025-10-15,Visit IG,ITR-3039-BC,KHI MÙI HƯƠNG TRỞ THÀNH NGÔN NGỮ CỦA CẢM XÚC,profile_visit_view,profile_visit_view,10369,2,"5184,5",187
,2025-10-16,Impression FB,Mass,ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,reach,reach,16928,2994,"5653,97",3101
,2025-10-16,Visit IG,ITR-2029-BC,CRS_V1_131025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,profile_visit_view,profile_visit_view,43880,20,2194,1570
,2025-10-16,Visit IG,ITR-3039-BC,CRS_V1_131025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,profile_visit_view,profile_visit_view,2757,0,,104
,2025-10-16,Mess IG,ITR-2045-VN,SGI_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,6799,0,,71
,2025-10-16,Mess IG,ITR-2045-VN,SGI_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,44748,1,44748,438
,2025-10-16,Mess IG,ITR-2045-VN,CRS_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,570,0,,5
,2025-10-16,Mess IG,ITR-2045-VN,CRS_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,30944,0,,301
,2025-10-16,Mess IG,ITR-2045-VN,CRS_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,4150,0,,37
,2025-10-16,Mess IG,ITR-2245-BC,SGI_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,14569,0,,187
,2025-10-16,Mess IG,ITR-2245-BC,CRS_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,2122,0,,12
,2025-10-16,Mess IG,ITR-2245-BC,SGI_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,13437,0,,127
,2025-10-16,Mess IG,ITR-2245-BC,SGI_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,8292,0,,85
,2025-10-16,Mess IG,ITR-2245-BC,CRS_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,9215,0,,87
,2025-10-16,Mess FB,ITR-2045-VN,CRS_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,3591,0,,20
,2025-10-16,Mess FB,ITR-2045-VN,CRS_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,17053,0,,132
,2025-10-16,Mess FB,ITR-2045-VN,CRS_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,30341,1,30341,237
,2025-10-16,Mess FB,ITR-2045-VN,SGI_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,190,0,,2
,2025-10-16,Mess FB,ITR-2045-VN,SGI_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,74493,3,24831,509
,2025-10-16,Mess FB,ITR-2045-BC,CRS_V4_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,26296,0,,134
,2025-10-16,Mess FB,ITR-2045-BC,SGI_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,35408,0,,123
,2025-10-16,Mess FB,ITR-2045-BC,SGI_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1143,0,,8
,2025-10-16,Mess FB,ITR-2045-BC,CRS_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,10172,0,,41
,2025-10-16,Mess FB,ITR-2045-BC,SGI_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1925,0,,26
,2025-10-16,Impression FB,Mass,ÉLISIRE BẢN GIAO HƯỞNG GIỮA THIÊN NHIÊN,reach,reach,64778,11767,"5505,06",12357
,2025-10-16,Visit IG,ITR-3039-BC,"ÉLISIRE BẢN GIAO HƯỞNG GIỮA THIÊN NHIÊN, NGHỆ THUẬT VÀ HƯƠNG THƠM",profile_visit_view,profile_visit_view,662,1,662,20
,2025-10-16,Visit IG,ITR-3039-BC,CÂU CHUYỆN CỦA NHỮNG GIỌT HƯƠNG TINH TUÝ,profile_visit_view,profile_visit_view,1907,7,"272,43",48
,2025-10-16,Visit IG,ITR-3039-BC,QUYỀN NĂNG CỦA HƯƠNG TRẦM VÀ MẬT NGỌT,profile_visit_view,profile_visit_view,457,0,,18
,2025-10-16,Mess FB,ITR-2045-VN-F,CRS_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,5,0,,1
,2025-10-16,Impression FB,Mass,D’UN MATIN DE PRINTEMPS CỦA NHỮNG ÁNG HƯƠNG HOA,reach,reach,1769,329,"5376,9",329
,2025-10-16,Impression FB,Mass,NỤ HÔN CỦA MUÔN LOÀI HOA,reach,reach,740,140,"5285,71",143
,2025-10-16,Impression FB,Mass,HÀNH TRÌNH CỦA ÁNH HOÀNG HÔN PHƯƠNG ĐÔNG,reach,reach,1029,191,"5387,43",192
,2025-10-16,Visit IG,ITR-3039-BC,HÀNH TRÌNH CỦA ÁNH HOÀNG HÔN PHƯƠNG ĐÔNG,profile_visit_view,profile_visit_view,32365,13,"2489,62",888
,2025-10-16,Visit IG,ITR-3039-BC,THẾ GIỚI SONG SONG CỦA CÁI ĐẸP VÀ CẢM XÚC,profile_visit_view,profile_visit_view,683,0,,32
,2025-10-16,Visit IG,ITR-3039-BC,D’UN MATIN DE PRINTEMPS CỦA NHỮNG ÁNG HƯƠNG HOA,profile_visit_view,profile_visit_view,4248,0,,147
,2025-10-17,Impression FB,Mass,ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,reach,reach,10903,1985,"5492,7",1985
,2025-10-17,Mess IG,ITR-2045-VN,SGI_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,91,0,,1
,2025-10-17,Mess IG,ITR-2045-VN,SGI_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,10294,0,,74
,2025-10-17,Mess IG,ITR-2045-VN,CRS_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,120068,1,120068,1118
,2025-10-17,Mess FB,ITR-2045-VN,SGI_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,115718,2,57859,857
,2025-10-17,Impression FB,Mass,ÉLISIRE BẢN GIAO HƯỞNG GIỮA THIÊN NHIÊN,reach,reach,135027,23943,"5639,52",24925
,2025-10-17,Mess FB,ITR-2045-VN-F,SGI_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,45833,0,,222
,2025-10-17,Mess FB,ITR-2045-VN-F,SGI_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,56743,1,56743,386
,2025-10-17,Mess FB,ITR-2045-VN-F,SGI_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,12225,0,,46
,2025-10-17,Mess FB - 2,ITR-2045-VN-F,SGI_V1_161025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,32793,0,,231
,2025-10-17,Mess FB - 2,ITR-2045-VN-F,SGI_V2_161025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,4774,0,,32
,2025-10-17,Mess FB - 2,ITR-2045-VN-F,SGI_V3_161025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,2502,0,,39
,2025-10-17,Mess FB - 2,ITR-2045-VN-F,SGI_V4_161025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,73313,2,"36656,5",860
,2025-10-17,Mess FB - 2,ITR-2045-VN-F-Brand name,SGI_V4_161025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,24965,0,,402
,2025-10-17,Mess FB - 2,ITR-2045-VN-F-Brand name,SGI_V1_161025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,38874,0,,226
,2025-10-17,Mess FB - 2,ITR-2045-VN-F-Brand name,SGI_V2_161025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1706,0,,8
,2025-10-17,Mess FB - 2,ITR-2045-VN-F-Brand name,SGI_V3_161025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,52864,3,"17621,33",736
,2025-10-17,Visit IG,ITR-3039-BC,HÀNH TRÌNH CỦA ÁNH HOÀNG HÔN PHƯƠNG ĐÔNG,profile_visit_view,profile_visit_view,67673,30,"2255,77",1784
,2025-10-17,Mess IG,ITR-2045-VN-F-Brand name,SGI_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,71469,1,71469,629
,2025-10-17,Mess IG,ITR-2045-VN-F-Brand name,SGI_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,31296,0,,286
,2025-10-17,Mess IG,ITR-2045-VN-F-Brand name,SGI_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1548,0,,14
,2025-10-17,Mess IG,ITR-2045-VN-F-Brand name,CRS_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,17048,0,,147
,2025-10-18,Mess IG,ITR-2045-VN,CRS_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,40728,0,,252
,2025-10-18,Mess FB,ITR-2045-VN,SGI_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,115279,6,"19213,17",787
,2025-10-18,Impression FB,Mass,ÉLISIRE BẢN GIAO HƯỞNG GIỮA THIÊN NHIÊN,reach,reach,122368,25899,"4724,82",26961
,2025-10-18,Visit IG,ITR-3039-BC,"ÉLISIRE BẢN GIAO HƯỞNG GIỮA THIÊN NHIÊN, NGHỆ THUẬT VÀ HƯƠNG THƠM",profile_visit_view,profile_visit_view,75,0,,4
,2025-10-18,Mess FB,ITR-2045-VN-F,CRS_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,17391,0,,93
,2025-10-18,Mess FB,ITR-2045-VN-F,SGI_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,3668,0,,8
,2025-10-18,Mess FB,ITR-2045-VN-F,CRS_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,33668,1,33668,474
,2025-10-18,Mess FB,ITR-2045-VN-F,CRS_V4_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,23938,1,23938,137
,2025-10-18,Mess FB,ITR-2045-VN-F,SGI_V3_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,266,0,,8
,2025-10-18,Mess FB,ITR-2045-VN-F,SGI_V2_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,2979,0,,10
,2025-10-18,Mess FB,ITR-2045-VN-F,CRS_V1_141025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,15909,0,,114
,2025-10-18,Mess FB - 2,ITR-2045-VN-F,SGI_V1_161025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,306,0,,7
,2025-10-18,Mess FB - 2,ITR-2045-VN-F,SGI_V2_161025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,6746,0,,58
,2025-10-18,Mess FB - 2,ITR-2045-VN-F,SGI_V3_161025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,9634,0,,232
,2025-10-18,Mess FB - 2,ITR-2045-VN-F,SGI_V4_161025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,95499,4,"23874,75",1811
,2025-10-18,Mess FB - 2,ITR-2045-VN-F-Brand name,SGI_V4_161025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,1642,0,,54
,2025-10-18,Mess FB - 2,ITR-2045-VN-F-Brand name,SGI_V1_161025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,903,0,,11
,2025-10-18,Mess FB - 2,ITR-2045-VN-F-Brand name,SGI_V2_161025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,800,0,,12
,2025-10-18,Mess FB - 2,ITR-2045-VN-F-Brand name,SGI_V3_161025_ĐỂ HƯƠNG THƠM GỬI TRỌN LỜI YÊU THƯƠNG,actions:onsite_conversion.messaging_conversation_started_7d,onsite_conversion.messaging_conversation_started_7d,89839,1,89839,1823
,2025-10-18,Impression FB,Mass,D’UN MATIN DE PRINTEMPS CỦA NHỮNG ÁNG HƯƠNG HOA,reach,reach,15148,2849,"5316,95",2887
,2025-10-18,Impression FB,Mass,THẾ GIỚI SONG SONG CỦA CÁI ĐẸP VÀ CẢM XÚC,reach,reach,1431,497,"2879,28",509
,2025-10-18,Visit IG,ITR-3039-BC,HÀNH TRÌNH CỦA ÁNH HOÀNG HÔN PHƯƠNG ĐÔNG,profile_visit_view,profile_visit_view,41173,25,"1646,92",1354
